,Unnamed: 0,Sl,Station_Names,Year,Month,Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,Station_Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period,Flood?
4861,4861,4861,Uttar_Pradesh,1989,2,30.5,17.5,6.0,75.0,1.6,0.9,9.3,41992,705183.0,374324.6,21.46,91.98,4,1989.02,
4862,4862,4862,Uttar_Pradesh,1989,3,34.5,20.6,0.0,72.0,2.3,1.7,9.2,41992,705183.0,374324.6,21.46,91.98,4,1989.03,
4863,4863,4863,Uttar_Pradesh,1989,4,33.5,24.4,160.0,77.0,3.5,3.6,8.5,41992,705183.0,374324.6,21.46,91.98,4,1989.04,
4864,4864,4864,Uttar_Pradesh,1989,5,35.0,26.2,83.0,76.0,2.8,3.9,8.2,41992,705183.0,374324.6,21.46,91.98,4,1989.05,
4865,4865,4865,Uttar_Pradesh,1989,6,35.8,25.2,766.0,85.0,2.9,5.8,4.7,41992,705183.0,374324.6,21.46,91.98,4,1989.06,1.0
4866,4866,4866,Uttar_Pradesh,1989,7,33.8,25.3,865.0,86.0,3.1,6.5,3.2,41992,705183.0,374324.6,21.46,91.98,4,1989.07,1.0
4867,4867,4867,Uttar_Pradesh,1989,8,32.6,24.9,182.0,85.0,2.8,5.6,5.4,41992,705183.0,374324.6,21.46,91.98,4,1989.08,
4868,4868,4868,Uttar_Pradesh,1989,9,32.5,25.0,460.0,85.0,1.8,5.8,5.2,41992,705183.0,374324.6,21.46,91.98,4,1989.09,1.0
4869,4869,4869,Uttar_Pradesh,1989,10,33.0,24.1,516.0,88.0,1.4,5.8,4.9,41992,705183.0,374324.6,21.46,91.98,4,1989.1,1.0
4870,4870,4870,Uttar_Pradesh,1989,11,31.5,18.7,28.0,73.0,1.3,1.1,9.3,41992,705183.0,374324.6,21.46,91.98,4,1989.11,
4871,4871,4871,Uttar_Pradesh,1989,12,30.0,15.2,0.0,71.0,1.5,0.8,8.7,41992,705183.0,374324.6,21.46,91.98,4,1989.12,
4872,4872,4872,Uttar_Pradesh,1990,1,29.5,15.7,0.0,78.0,1.9,0.8,8.0,41992,705183.0,374324.6,21.46,91.98,4,1990.01,
4873,4873,4873,Uttar_Pradesh,1990,2,32.0,18.5,69.0,77.0,1.6,3.3,7.3,41992,705183.0,374324.6,21.46,91.98,4,1990.02,
4874,4874,4874,Uttar_Pradesh,1990,3,31.2,20.1,174.0,78.0,2.0,4.0,6.4,41992,705183.0,374324.6,21.46,91.98,4,1990.03,
4875,4875,4875,Uttar_Pradesh,1990,4,33.2,23.4,135.0,79.0,3.2,3.9,6.7,41992,705183.0,374324.6,21.46,91.98,4,1990.04,
4876,4876,4876,Uttar_Pradesh,1990,5,34.5,25.5,233.0,80.0,2.0,5.0,5.8,41992,705183.0,374324.6,21.46,91.98,4,1990.05,
4877,4877,4877,Uttar_Pradesh,1990,6,34.4,25.7,1201.0,87.0,2.9,6.6,4.0,41992,705183.0,374324.6,21.46,91.98,4,1990.06,1.0
4878,4878,4878,Uttar_Pradesh,1990,7,32.4,25.4,1211.0,91.0,3.2,7.5,3.7,41992,705183.0,374324.6,21.46,91.98,4,1990.07,1.0
4879,4879,4879,Uttar_Pradesh,1990,8,33.1,25.4,277.0,85.0,2.6,6.1,5.7,41992,705183.0,374324.6,21.46,91.98,4,1990.08,
4880,4880,4880,Uttar_Pradesh,1990,9,32.8,25.2,272.0,85.0,2.4,6.0,6.0,41992,705183.0,374324.6,21.46,91.98,4,1990.09,
4881,4881,4881,Uttar_Pradesh,1990,10,33.0,24.2,294.0,81.0,2.1,3.8,6.8,41992,705183.0,374324.6,21.46,91.98,4,1990.1,
4882,4882,4882,Uttar_Pradesh,1990,11,33.0,22.4,255.0,80.0,1.1,3.4,6.5,41992,705183.0,374324.6,21.46,91.98,4,1990.11,
4883,4883,4883,Uttar_Pradesh,1990,12,30.0,17.0,19.0,77.0,1.1,1.5,8.3,41992,705183.0,374324.6,21.46,91.98,4,1990.12,
4884,4884,4884,Uttar_Pradesh,1991,1,29.4,15.6,4.0,72.0,2.0,1.6,8.4,41992,705183.0,374324.6,21.46,91.98,4,1991.01,
4885,4885,4885,Uttar_Pradesh,1991,2,32.5,18.1,0.0,73.0,1.7,0.8,9.1,41992,705183.0,374324.6,21.46,91.98,4,1991.02,
4886,4886,4886,Uttar_Pradesh,1991,3,36.0,22.6,22.0,76.0,1.4,1.7,8.0,41992,705183.0,374324.6,21.46,91.98,4,1991.03,
4887,4887,4887,Uttar_Pradesh,1991,4,36.7,24.4,175.0,78.0,1.7,3.6,7.6,41992,705183.0,374324.6,21.46,91.98,4,1991.04,
4888,4888,4888,Uttar_Pradesh,1991,5,33.0,25.5,182.0,82.0,3.4,5.3,6.6,41992,705183.0,374324.6,21.46,91.98,4,1991.05,
4889,4889,4889,Uttar_Pradesh,1991,6,33.0,25.2,1165.0,89.0,2.7,6.9,1.5,41992,705183.0,374324.6,21.46,91.98,4,1991.06,1.0
4890,4890,4890,Uttar_Pradesh,1991,7,33.3,25.4,800.0,88.0,3.2,7.0,3.7,41992,705183.0,374324.6,21.46,91.98,4,1991.07,1.0
4891,4891,4891,Uttar_Pradesh,1991,8,33.5,25.4,770.0,89.0,2.8,7.1,3.5,41992,705183.0,374324.6,21.46,91.98,4,1991.08,1.0
4892,4892,4892,Uttar_Pradesh,1991,9,33.5,25.1,497.0,87.0,1.7,6.2,4.2,41992,705183.0,374324.6,21.46,91.98,4,1991.09,1.0
4893,4893,4893,Uttar_Pradesh,1991,10,33.5,24.2,211.0,83.0,1.4,4.8,6.6,41992,705183.0,374324.6,21.46,91.98,4,1991.1,
4894,4894,4894,Uttar_Pradesh,1991,11,31.2,20.3,88.0,77.0,1.4,2.7,6.8,41992,705183.0,374324.6,21.46,91.98,4,1991.11,
4895,4895,4895,Uttar_Pradesh,1991,12,29.5,16.1,13.0,73.0,1.3,1.7,7.3,41992,705183.0,374324.6,21.46,91.98,4,1991.12,
4896,4896,4896,Uttar_Pradesh,1992,1,29.5,14.5,1.0,75.0,0.9,1.1,8.2,41992,705183.0,374324.6,21.46,91.98,4,1992.01,
4897,4897,4897,Uttar_Pradesh,1992,2,28.6,17.3,34.0,76.0,1.6,2.8,6.2,41992,705183.0,374324.6,21.46,91.98,4,1992.02,
4898,4898,4898,Uttar_Pradesh,1992,3,36.0,22.1,0.0,82.0,1.8,2.4,7.8,41992,705183.0,374324.6,21.46,91.98,4,1992.03,
4899,4899,4899,Uttar_Pradesh,1992,4,35.0,25.2,1.0,78.0,2.3,3.7,7.9,41992,705183.0,374324.6,21.46,91.98,4,1992.04,
4900,4900,4900,Uttar_Pradesh,1992,5,34.3,25.0,141.0,78.0,2.6,4.6,6.8,41992,705183.0,374324.6,21.46,91.98,4,1992.05,
4901,4901,4901,Uttar_Pradesh,1992,6,36.0,25.7,767.0,83.0,2.7,5.6,5.5,41992,705183.0,374324.6,21.46,91.98,4,1992.06,1.0
4902,4902,4902,Uttar_Pradesh,1992,7,34.0,25.1,824.0,88.0,2.8,7.0,2.9,41992,705183.0,374324.6,21.46,91.98,4,1992.07,1.0
4903,4903,4903,Uttar_Pradesh,1992,8,33.5,25.2,451.0,86.0,2.8,6.6,4.1,41992,705183.0,374324.6,21.46,91.98,4,1992.08,1.0
4904,4904,4904,Uttar_Pradesh,1992,9,34.5,25.1,328.0,85.0,2.0,6.1,5.2,41992,705183.0,374324.6,21.46,91.98,4,1992.09,
4905,4905,4905,Uttar_Pradesh,1992,10,35.4,24.1,237.0,83.0,1.2,4.6,6.2,41992,705183.0,374324.6,21.46,91.98,4,1992.1,
4906,4906,4906,Uttar_Pradesh,1992,11,32.8,21.4,103.0,78.0,1.3,3.8,6.1,41992,705183.0,374324.6,21.46,91.98,4,1992.11,
4907,4907,4907,Uttar_Pradesh,1992,12,29.0,15.6,6.0,75.0,1.6,0.8,8.6,41992,705183.0,374324.6,21.46,91.98,4,1992.12,
4908,4908,4908,Uttar_Pradesh,1993,1,29.0,14.9,34.0,71.0,2.0,1.0,8.1,41992,705183.0,374324.6,21.46,91.98,4,1993.01,
4909,4909,4909,Uttar_Pradesh,1993,2,31.0,17.8,86.0,75.0,3.0,1.5,8.2,41992,705183.0,374324.6,21.46,91.98,4,1993.02,
4910,4910,4910,Uttar_Pradesh,1993,3,32.5,20.0,115.0,74.0,3.2,2.3,7.6,41992,705183.0,374324.6,21.46,91.98,4,1993.03,
4911,4911,4911,Uttar_Pradesh,1993,4,36.8,23.1,96.0,77.0,2.1,2.4,9.2,41992,705183.0,374324.6,21.46,91.98,4,1993.04,
4912,4912,4912,Uttar_Pradesh,1993,5,33.6,24.2,508.0,81.0,3.1,5.1,7.6,41992,705183.0,374324.6,21.46,91.98,4,1993.05,1.0
4913,4913,4913,Uttar_Pradesh,1993,6,33.0,25.0,835.0,89.0,3.4,6.5,3.4,41992,705183.0,374324.6,21.46,91.98,4,1993.06,1.0
4914,4914,4914,Uttar_Pradesh,1993,7,33.5,25.5,672.0,87.0,3.7,6.4,4.3,41992,705183.0,374324.6,21.46,91.98,4,1993.07,1.0
4915,4915,4915,Uttar_Pradesh,1993,8,32.2,25.4,736.0,88.0,3.3,6.7,3.0,41992,705183.0,374324.6,21.46,91.98,4,1993.08,1.0
4916,4916,4916,Uttar_Pradesh,1993,9,32.5,25.0,248.0,86.0,2.1,5.7,4.9,41992,705183.0,374324.6,21.46,91.98,4,1993.09,
4917,4917,4917,Uttar_Pradesh,1993,10,35.5,24.5,165.0,82.0,1.3,3.8,7.0,41992,705183.0,374324.6,21.46,91.98,4,1993.1,
4918,4918,4918,Uttar_Pradesh,1993,11,31.8,20.1,39.0,76.0,1.2,1.1,9.0,41992,705183.0,374324.6,21.46,91.98,4,1993.11,
4919,4919,4919,Uttar_Pradesh,1993,12,29.5,16.7,0.0,73.0,1.1,0.8,9.0,41992,705183.0,374324.6,21.46,91.98,4,1993.12,
4920,4920,4920,Uttar_Pradesh,1994,1,30.5,15.9,5.0,68.0,1.7,0.6,9.1,41992,705183.0,374324.6,21.46,91.98,4,1994.01,
4921,4921,4921,Uttar_Pradesh,1994,2,32.5,17.3,72.0,63.0,2.7,0.7,9.2,41992,705183.0,374324.6,21.46,91.98,4,1994.02,
4922,4922,4922,Uttar_Pradesh,1994,3,34.0,21.4,239.0,75.0,2.4,2.4,8.1,41992,705183.0,374324.6,21.46,91.98,4,1994.03,
4923,4923,4923,Uttar_Pradesh,1994,4,36.5,23.9,237.0,80.0,1.9,3.0,8.7,41992,705183.0,374324.6,21.46,91.98,4,1994.04,
4924,4924,4924,Uttar_Pradesh,1994,5,34.0,26.1,309.0,81.0,2.0,4.0,8.0,41992,705183.0,374324.6,21.46,91.98,4,1994.05,
4925,4925,4925,Uttar_Pradesh,1994,6,34.5,25.8,1022.0,87.0,3.0,7.0,2.7,41992,705183.0,374324.6,21.46,91.98,4,1994.06,1.0
4926,4926,4926,Uttar_Pradesh,1994,7,32.5,25.2,767.0,89.0,3.1,7.0,3.0,41992,705183.0,374324.6,21.46,91.98,4,1994.07,1.0
4927,4927,4927,Uttar_Pradesh,1994,8,32.0,25.3,520.0,86.0,3.1,6.7,5.1,41992,705183.0,374324.6,21.46,91.98,4,1994.08,1.0
4928,4928,4928,Uttar_Pradesh,1994,9,34.0,25.3,265.0,82.0,2.0,4.8,6.4,41992,705183.0,374324.6,21.46,91.98,4,1994.09,
4929,4929,4929,Uttar_Pradesh,1994,10,34.0,24.0,88.0,79.0,0.8,2.9,6.9,41992,705183.0,374324.6,21.46,91.98,4,1994.1,
4930,4930,4930,Uttar_Pradesh,1994,11,33.0,20.9,32.0,73.0,0.9,2.2,8.0,41992,705183.0,374324.6,21.46,91.98,4,1994.11,
4931,4931,4931,Uttar_Pradesh,1994,12,29.5,15.8,0.0,66.0,1.3,0.5,9.1,41992,705183.0,374324.6,21.46,91.98,4,1994.12,
4932,4932,4932,Uttar_Pradesh,1995,1,30.0,15.1,0.0,64.0,2.5,1.1,8.6,41992,705183.0,374324.6,21.46,91.98,4,1995.01,
4933,4933,4933,Uttar_Pradesh,1995,2,31.0,17.2,3.0,71.0,1.3,0.9,8.1,41992,705183.0,374324.6,21.46,91.98,4,1995.02,
4934,4934,4934,Uttar_Pradesh,1995,3,36.0,21.2,10.0,68.0,2.4,1.1,8.9,41992,705183.0,374324.6,21.46,91.98,4,1995.03,
4935,4935,4935,Uttar_Pradesh,1995,4,35.5,24.7,24.0,76.0,2.2,3.1,9.0,41992,705183.0,374324.6,21.46,91.98,4,1995.04,
4936,4936,4936,Uttar_Pradesh,1995,5,35.5,26.9,414.0,78.0,3.4,4.8,7.5,41992,705183.0,374324.6,21.46,91.98,4,1995.05,
4937,4937,4937,Uttar_Pradesh,1995,6,33.6,25.7,706.0,86.0,3.6,6.8,4.6,41992,705183.0,374324.6,21.46,91.98,4,1995.06,1.0
4938,4938,4938,Uttar_Pradesh,1995,7,32.5,25.3,1039.0,87.0,3.5,7.0,3.4,41992,705183.0,374324.6,21.46,91.98,4,1995.07,1.0
4939,4939,4939,Uttar_Pradesh,1995,8,33.0,25.6,629.0,86.0,2.9,6.5,5.1,41992,705183.0,374324.6,21.46,91.98,4,1995.08,1.0
4940,4940,4940,Uttar_Pradesh,1995,9,34.0,25.3,463.0,86.0,2.4,6.0,5.1,41992,705183.0,374324.6,21.46,91.98,4,1995.09,1.0
4941,4941,4941,Uttar_Pradesh,1995,10,34.4,25.2,46.0,80.0,1.2,4.2,7.5,41992,705183.0,374324.6,21.46,91.98,4,1995.1,
4942,4942,4942,Uttar_Pradesh,1995,11,34.5,22.6,409.0,82.0,1.6,4.9,5.5,41992,705183.0,374324.6,21.46,91.98,4,1995.11,1.0
4943,4943,4943,Uttar_Pradesh,1995,12,29.5,16.8,0.0,71.0,1.4,0.3,9.5,41992,705183.0,374324.6,21.46,91.98,4,1995.12,
4944,4944,4944,Uttar_Pradesh,1996,1,28.2,15.8,0.0,70.0,1.8,0.1,9.5,41992,705183.0,374324.6,21.46,91.98,4,1996.01,
4945,4945,4945,Uttar_Pradesh,1996,2,31.8,17.7,83.0,71.0,1.8,0.9,9.4,41992,705183.0,374324.6,21.46,91.98,4,1996.02,
4946,4946,4946,Uttar_Pradesh,1996,3,32.7,22.5,2.0,81.0,2.6,3.5,8.9,41992,705183.0,374324.6,21.46,91.98,4,1996.03,
4947,4947,4947,Uttar_Pradesh,1996,4,34.2,24.1,77.0,78.0,1.7,3.2,7.7,41992,705183.0,374324.6,21.46,91.98,4,1996.04,
4948,4948,4948,Uttar_Pradesh,1996,5,34.5,25.3,279.0,81.0,3.1,4.8,7.6,41992,705183.0,374324.6,21.46,91.98,4,1996.05,
4949,4949,4949,Uttar_Pradesh,1996,6,34.6,25.1,671.0,85.0,3.0,5.8,6.0,41992,705183.0,374324.6,21.46,91.98,4,1996.06,1.0
4950,4950,4950,Uttar_Pradesh,1996,7,34.0,25.5,946.0,87.0,2.7,6.5,4.0,41992,705183.0,374324.6,21.46,91.98,4,1996.07,1.0
4951,4951,4951,Uttar_Pradesh,1996,8,33.0,24.9,702.0,89.0,2.2,6.6,3.3,41992,705183.0,374324.6,21.46,91.98,4,1996.08,1.0
4952,4952,4952,Uttar_Pradesh,1996,9,35.5,25.0,528.0,86.0,1.4,5.9,5.9,41992,705183.0,374324.6,21.46,91.98,4,1996.09,1.0
4953,4953,4953,Uttar_Pradesh,1996,10,34.5,24.5,446.0,83.0,1.5,4.5,6.2,41992,705183.0,374324.6,21.46,91.98,4,1996.1,1.0
4954,4954,4954,Uttar_Pradesh,1996,11,32.5,20.8,8.0,79.0,1.0,2.1,8.8,41992,705183.0,374324.6,21.46,91.98,4,1996.11,
4955,4955,4955,Uttar_Pradesh,1996,12,31.8,17.5,0.0,75.0,1.0,1.3,9.1,41992,705183.0,374324.6,21.46,91.98,4,1996.12,
4956,4956,4956,Uttar_Pradesh,1997,1,29.0,14.8,2.0,69.0,1.3,0.8,9.4,41992,705183.0,374324.6,21.46,91.98,4,1997.01,
4957,4957,4957,Uttar_Pradesh,1997,2,31.5,16.1,20.0,72.0,1.1,1.0,9.6,41992,705183.0,374324.6,21.46,91.98,4,1997.02,
4958,4958,4958,Uttar_Pradesh,1997,3,33.3,21.5,40.0,79.0,1.6,2.6,8.4,41992,705183.0,374324.6,21.46,91.98,4,1997.03,
4959,4959,4959,Uttar_Pradesh,1997,4,34.5,21.8,28.0,77.0,1.3,3.2,8.6,41992,705183.0,374324.6,21.46,91.98,4,1997.04,
4960,4960,4960,Uttar_Pradesh,1997,5,35.5,24.9,283.0,79.0,2.8,4.6,8.0,41992,705183.0,374324.6,21.46,91.98,4,1997.05,
4961,4961,4961,Uttar_Pradesh,1997,6,33.6,24.9,390.0,86.0,2.8,6.1,4.9,41992,705183.0,374324.6,21.46,91.98,4,1997.06,
4962,4962,4962,Uttar_Pradesh,1997,7,32.5,24.9,1277.0,91.0,2.7,7.0,2.8,41992,705183.0,374324.6,21.46,91.98,4,1997.07,1.0
4963,4963,4963,Uttar_Pradesh,1997,8,35.6,25.5,613.0,87.0,2.5,6.0,6.5,41992,705183.0,374324.6,21.46,91.98,4,1997.08,1.0
4964,4964,4964,Uttar_Pradesh,1997,9,34.0,24.8,640.0,87.0,1.6,5.7,6.1,41992,705183.0,374324.6,21.46,91.98,4,1997.09,1.0
4965,4965,4965,Uttar_Pradesh,1997,10,33.5,23.7,173.0,79.0,1.1,2.0,8.9,41992,705183.0,374324.6,21.46,91.98,4,1997.1,
4966,4966,4966,Uttar_Pradesh,1997,11,34.5,21.3,37.0,76.0,1.0,1.9,8.7,41992,705183.0,374324.6,21.46,91.98,4,1997.11,
4967,4967,4967,Uttar_Pradesh,1997,12,32.0,17.3,33.0,74.0,1.7,1.8,8.7,41992,705183.0,374324.6,21.46,91.98,4,1997.12,
4968,4968,4968,Uttar_Pradesh,1998,1,31.3,15.6,15.0,78.0,1.6,1.0,8.4,41992,705183.0,374324.6,21.46,91.98,4,1998.01,
4969,4969,4969,Uttar_Pradesh,1998,2,31.8,18.0,19.0,76.0,1.1,1.3,8.7,41992,705183.0,374324.6,21.46,91.98,4,1998.02,
4970,4970,4970,Uttar_Pradesh,1998,3,35.0,20.2,16.0,70.0,1.7,1.7,9.4,41992,705183.0,374324.6,21.46,91.98,4,1998.03,
4971,4971,4971,Uttar_Pradesh,1998,4,36.0,23.9,157.0,79.0,1.0,2.0,9.7,41992,705183.0,374324.6,21.46,91.98,4,1998.04,
4972,4972,4972,Uttar_Pradesh,1998,5,37.5,26.0,381.0,81.0,2.5,3.9,7.6,41992,705183.0,374324.6,21.46,91.98,4,1998.05,
4973,4973,4973,Uttar_Pradesh,1998,6,36.2,26.9,365.0,85.0,3.2,5.5,6.5,41992,705183.0,374324.6,21.46,91.98,4,1998.06,
4974,4974,4974,Uttar_Pradesh,1998,7,34.7,25.7,1257.0,90.0,3.4,6.5,4.0,41992,705183.0,374324.6,21.46,91.98,4,1998.07,1.0
4975,4975,4975,Uttar_Pradesh,1998,8,34.5,25.7,1105.0,90.0,2.8,6.8,3.8,41992,705183.0,374324.6,21.46,91.98,4,1998.08,1.0
4976,4976,4976,Uttar_Pradesh,1998,9,35.7,25.5,328.0,85.0,1.7,5.1,7.2,41992,705183.0,374324.6,21.46,91.98,4,1998.09,
4977,4977,4977,Uttar_Pradesh,1998,10,36.3,25.5,184.0,82.0,1.1,2.6,8.8,41992,705183.0,374324.6,21.46,91.98,4,1998.1,
4978,4978,4978,Uttar_Pradesh,1998,11,34.8,23.6,87.0,78.0,1.4,1.8,9.3,41992,705183.0,374324.6,21.46,91.98,4,1998.11,
4979,4979,4979,Uttar_Pradesh,1998,12,32.0,17.6,0.0,74.0,0.7,0.1,10.2,41992,705183.0,374324.6,21.46,91.98,4,1998.12,
4980,4980,4980,Uttar_Pradesh,1999,1,31.3,16.1,0.0,72.0,1.0,0.4,9.6,41992,705183.0,374324.6,21.46,91.98,4,1999.01,
4981,4981,4981,Uttar_Pradesh,1999,2,35.5,19.1,0.0,69.0,1.3,0.7,9.6,41992,705183.0,374324.6,21.46,91.98,4,1999.02,
4982,4982,4982,Uttar_Pradesh,1999,3,36.0,21.9,0.0,77.0,1.6,1.1,9.2,41992,705183.0,374324.6,21.46,91.98,4,1999.03,
4983,4983,4983,Uttar_Pradesh,1999,4,36.5,25.3,8.0,77.0,1.2,2.1,9.3,41992,705183.0,374324.6,21.46,91.98,4,1999.04,
4984,4984,4984,Uttar_Pradesh,1999,5,36.3,25.1,578.0,84.0,2.2,4.8,5.7,41992,705183.0,374324.6,21.46,91.98,4,1999.05,1.0
4985,4985,4985,Uttar_Pradesh,1999,6,35.7,25.6,853.0,89.0,2.7,6.3,4.8,41992,705183.0,374324.6,21.46,91.98,4,1999.06,1.0
4986,4986,4986,Uttar_Pradesh,1999,7,33.5,25.3,919.0,90.0,1.9,6.7,4.0,41992,705183.0,374324.6,21.46,91.98,4,1999.07,1.0
4987,4987,4987,Uttar_Pradesh,1999,8,33.5,25.0,1134.0,91.0,1.9,7.1,3.5,41992,705183.0,374324.6,21.46,91.98,4,1999.08,1.0
4988,4988,4988,Uttar_Pradesh,1999,9,34.0,24.9,391.0,89.0,1.2,5.6,5.5,41992,705183.0,374324.6,21.46,91.98,4,1999.09,
4989,4989,4989,Uttar_Pradesh,1999,10,35.0,24.7,277.0,86.0,0.8,4.3,7.3,41992,705183.0,374324.6,21.46,91.98,4,1999.1,
4990,4990,4990,Uttar_Pradesh,1999,11,33.4,20.6,1.0,77.0,0.6,0.6,10.7,41992,705183.0,374324.6,21.46,91.98,4,1999.11,
4991,4991,4991,Uttar_Pradesh,1999,12,33.0,17.5,124.0,77.0,0.5,1.4,8.7,41992,705183.0,374324.6,21.46,91.98,4,1999.12,
4992,4992,4992,Uttar_Pradesh,2000,1,31.7,15.8,1.0,74.0,1.0,0.5,9.5,41992,705183.0,374324.6,21.46,91.98,4,2000.01,
4993,4993,4993,Uttar_Pradesh,2000,2,31.5,17.6,2.0,67.0,1.6,1.9,8.2,41992,705183.0,374324.6,21.46,91.98,4,2000.02,
4994,4994,4994,Uttar_Pradesh,2000,3,35.8,21.2,96.0,76.0,1.6,2.3,8.2,41992,705183.0,374324.6,21.46,91.98,4,2000.03,
4995,4995,4995,Uttar_Pradesh,2000,4,34.8,24.0,65.0,79.0,2.0,2.7,9.7,41992,705183.0,374324.6,21.46,91.98,4,2000.04,
4996,4996,4996,Uttar_Pradesh,2000,5,35.7,23.7,589.0,86.0,1.6,4.9,5.8,41992,705183.0,374324.6,21.46,91.98,4,2000.05,1.0
4997,4997,4997,Uttar_Pradesh,2000,6,35.2,25.1,841.0,88.0,2.1,6.5,4.5,41992,705183.0,374324.6,21.46,91.98,4,2000.06,1.0
4998,4998,4998,Uttar_Pradesh,2000,7,34.8,24.4,1300.0,90.0,2.1,6.4,4.6,41992,705183.0,374324.6,21.46,91.98,4,2000.07,1.0
4999,4999,4999,Uttar_Pradesh,2000,8,34.6,25.1,870.0,89.0,1.8,6.1,5.8,41992,705183.0,374324.6,21.46,91.98,4,2000.08,1.0
5000,5000,5000,Uttar_Pradesh,2000,9,34.6,25.0,503.0,88.0,1.2,5.9,5.6,41992,705183.0,374324.6,21.46,91.98,4,2000.09,1.0
5001,5001,5001,Uttar_Pradesh,2000,10,36.0,24.6,424.0,85.0,0.9,4.4,7.4,41992,705183.0,374324.6,21.46,91.98,4,2000.1,1.0
5002,5002,5002,Uttar_Pradesh,2000,11,33.5,20.5,16.0,77.0,0.5,1.1,9.9,41992,705183.0,374324.6,21.46,91.98,4,2000.11,
5003,5003,5003,Uttar_Pradesh,2000,12,30.6,16.2,0.0,73.0,0.5,0.4,10.3,41992,705183.0,374324.6,21.46,91.98,4,2000.12,
5004,5004,5004,Uttar_Pradesh,2001,1,30.5,14.2,0.0,70.0,0.8,0.1,10.2,41992,705183.0,374324.6,21.46,91.98,4,2001.01,
5005,5005,5005,Uttar_Pradesh,2001,2,32.5,17.4,26.0,75.0,0.6,0.7,10.0,41992,705183.0,374324.6,21.46,91.98,4,2001.02,
5006,5006,5006,Uttar_Pradesh,2001,3,36.2,21.0,0.0,72.0,1.1,0.6,10.3,41992,705183.0,374324.6,21.46,91.98,4,2001.03,
5007,5007,5007,Uttar_Pradesh,2001,4,36.7,24.3,6.0,76.0,1.2,2.2,9.9,41992,705183.0,374324.6,21.46,91.98,4,2001.04,
5008,5008,5008,Uttar_Pradesh,2001,5,35.5,24.0,379.0,83.0,1.3,4.2,7.6,41992,705183.0,374324.6,21.46,91.98,4,2001.05,
5009,5009,5009,Uttar_Pradesh,2001,6,33.7,23.9,1373.0,92.0,2.6,7.0,3.5,41992,705183.0,374324.6,21.46,91.98,4,2001.06,1.0
5010,5010,5010,Uttar_Pradesh,2001,7,33.8,25.3,903.0,90.0,2.9,6.7,4.0,41992,705183.0,374324.6,21.46,91.98,4,2001.07,1.0
5011,5011,5011,Uttar_Pradesh,2001,8,34.1,25.7,534.0,89.0,1.9,6.1,6.4,41992,705183.0,374324.6,21.46,91.98,4,2001.08,1.0
5012,5012,5012,Uttar_Pradesh,2001,9,36.0,25.3,426.0,88.0,1.1,5.1,7.0,41992,705183.0,374324.6,21.46,91.98,4,2001.09,1.0
5013,5013,5013,Uttar_Pradesh,2001,10,35.3,25.1,236.0,88.0,0.5,3.9,7.6,41992,705183.0,374324.6,21.46,91.98,4,2001.1,
5014,5014,5014,Uttar_Pradesh,2001,11,33.5,22.0,131.0,84.0,0.4,2.9,7.3,41992,705183.0,374324.6,21.46,91.98,4,2001.11,
5015,5015,5015,Uttar_Pradesh,2001,12,29.6,16.7,0.0,76.0,0.5,1.0,9.5,41992,705183.0,374324.6,21.46,91.98,4,2001.12,
5016,5016,5016,Uttar_Pradesh,2002,1,30.5,16.8,26.0,77.0,0.6,1.4,8.9,41992,705183.0,374324.6,21.46,91.98,4,2002.01,
5017,5017,5017,Uttar_Pradesh,2002,2,34.8,17.5,0.0,69.0,1.3,0.2,10.8,41992,705183.0,374324.6,21.46,91.98,4,2002.02,
5018,5018,5018,Uttar_Pradesh,2002,3,36.2,21.6,43.0,74.0,1.1,1.1,9.1,41992,705183.0,374324.6,21.46,91.98,4,2002.03,
5019,5019,5019,Uttar_Pradesh,2002,4,34.2,23.9,92.0,83.0,1.2,2.2,9.4,41992,705183.0,374324.6,21.46,91.98,4,2002.04,
5020,5020,5020,Uttar_Pradesh,2002,5,34.6,25.1,494.0,85.0,1.9,4.8,7.3,41992,705183.0,374324.6,21.46,91.98,4,2002.05,1.0
5021,5021,5021,Uttar_Pradesh,2002,6,34.5,25.8,503.0,89.0,1.8,5.7,5.7,41992,705183.0,374324.6,21.46,91.98,4,2002.06,1.0
5022,5022,5022,Uttar_Pradesh,2002,7,33.4,25.7,1236.0,92.0,1.4,7.1,2.1,41992,705183.0,374324.6,21.46,91.98,4,2002.07,1.0
5023,5023,5023,Uttar_Pradesh,2002,8,34.8,25.5,658.0,89.0,1.8,6.2,5.3,41992,705183.0,374324.6,21.46,91.98,4,2002.08,1.0
5024,5024,5024,Uttar_Pradesh,2002,9,35.0,25.4,316.0,85.0,1.1,4.8,7.6,41992,705183.0,374324.6,21.46,91.98,4,2002.09,
5025,5025,5025,Uttar_Pradesh,2002,10,34.5,24.4,330.0,84.0,0.7,3.1,8.4,41992,705183.0,374324.6,21.46,91.98,4,2002.1,
5026,5026,5026,Uttar_Pradesh,2002,11,33.6,21.7,219.0,83.0,0.8,3.2,6.9,41992,705183.0,374324.6,21.46,91.98,4,2002.11,
5027,5027,5027,Uttar_Pradesh,2002,12,31.4,16.9,1.0,78.0,0.8,0.8,8.9,41992,705183.0,374324.6,21.46,91.98,4,2002.12,
